,group,names,scores,logfoldchanges,pvals,pvals_adj
9148,3,GNLY,4.155276,1.703482,3.248950370273159e-05,0.0002965405610685683
9149,3,DNAAF1,4.141718,3.6377964,3.447138754445033e-05,0.0003136792123380193
9151,3,LGALS7,3.9983587,7.3800225,6.378322267987158e-05,0.0005667111112441687
9152,3,TGM2,3.9728692,1.0771855,7.101208174938128e-05,0.0006272386810238605
9153,3,AKR1B15,3.8884416,1.6753632,0.00010088993678637204,0.0008757362812696041
9154,3,CDKN1C,3.8748777,1.7154999,0.00010667826754498933,0.0009206731858037475
9155,3,CYFIP2,3.8214083,1.5719507,0.00013269173173978223,0.0011419071314292116
9158,3,THBD,3.6511893,3.0061567,0.00026102880738491355,0.0021718750492910484
9159,3,HPD,3.6454349,4.88002,0.0002669400335292203,0.0022149404434986543
9161,3,TF,3.5078955,6.388571,0.00045166653434672787,0.003666899195289338
9162,3,DNASE1L3,3.4663815,5.4604893,0.0005275139382168811,0.004236991951757989
9163,3,RP11-557H15.3,3.4299371,6.5611854,0.0006037210113715935,0.004797909462404326
9164,3,IL1RN,3.3690753,1.8455484,0.0007542082519060981,0.005900455207119916
9165,3,LINC01272,3.3357403,1.9893403,0.0008507258260782595,0.006604088113782778
9166,3,CTH,3.3222182,1.7497897,0.0008930485190666305,0.006914812697760132
9168,3,KRT86,3.2140224,1.8093823,0.0013088940919195587,0.009880674197648398
9169,3,AGR3,3.2129383,3.2384932,0.0013138448551359002,0.009893251759173329
12048,4,VIM,48.075855,5.1184626,0.0,0.0
12049,4,TPM2,40.857006,4.12505,0.0,0.0
12050,4,MYL9,37.649185,5.0252013,3.3736782287365e-310,2.5403797062385693e-307
12051,4,IGFBP7,37.40678,4.8153934,3.0315289605322595e-306,1.826193045824633e-303
12052,4,COL6A1,36.589787,5.953155,4.157117774875753e-293,2.086873122987628e-290
12053,4,COL6A2,35.298477,5.803215,6.196853433218945e-273,2.6664175058364944e-270
12054,4,COL1A2,35.250313,6.015565,3.393098766455036e-272,1.2775016855703213e-269
12055,4,FTL,35.175842,1.6350633,4.6818456278608043e-271,1.5668576701240825e-268
12056,4,BGN,35.08447,6.100504,1.1631010444886009e-269,3.503260345999666e-267
12057,4,PCOLCE,33.584465,5.470594,2.8282582124921875e-247,7.744285214569517e-245
12058,4,DKK3,33.266983,7.6696763,1.1597976653610518e-242,2.6871619754365295e-240
12059,4,LOXL1,33.084183,4.931843,5.018384076245657e-240,1.0796694884037085e-237
12060,4,SERPINE1,33.008274,6.1107206,6.179562224381223e-239,1.2408560946557497e-236
12061,4,COL1A1,32.61251,5.068594,2.7264294072430323e-233,4.8305913968329486e-231
12062,4,RP11-865I6.2,32.431805,7.595997,9.779207066835142e-231,1.5502616676477604e-228
12063,4,CTSK,31.439093,6.025411,5.917188773768872e-217,8.911286293295921e-215
12064,4,PRSS23,31.418266,3.8765578,1.1393533527201398e-216,1.634158237330029e-214
12065,4,ACTA2,30.811312,3.935569,1.8487923960007067e-208,2.531164862160968e-206
12066,4,COL6A3,30.71478,6.2886376,3.6132729250693655e-207,4.7318165436125775e-205
12067,4,PLAU,29.507252,3.840405,2.3238725778229375e-191,2.7998016817610752e-189
12068,4,FN1,29.34098,3.8948603,3.1145153737503827e-189,3.608046271436982e-187
12069,4,IGFBP6,29.020763,5.7707143,3.599854288924011e-185,3.8724146850854e-183
12070,4,CD70,28.04912,5.858536,4.094446418795509e-173,4.252576763245542e-171
12071,4,PRKCDBP,26.969687,2.781992,3.352637032281331e-160,3.3660475804104564e-158
12072,4,FHL1,26.702602,6.8751087,4.390347508420945e-157,4.1324145923012145e-155
12073,4,SRPX,26.311981,3.972577,1.3986393363103316e-152,1.239029906166682e-150
12074,4,COL5A2,26.092512,6.370084,4.4339428235393247e-150,3.81572450985727e-148
12075,4,CCDC80,25.75043,4.9183764,3.187956384252156e-146,2.6672568414909704e-144
12076,4,EMILIN1,25.721796,6.4598923,6.668613577264008e-146,5.428611917491674e-144
12077,4,RGS3,25.650356,3.5447378,4.1894312252558024e-145,3.320675486965915e-143
12078,4,TFPI,25.484146,3.7599576,2.95481365234728e-143,2.2820253130435913e-141
12079,4,GEM,25.255709,3.6942246,9.802872268222576e-141,7.3815628179716e-139
12080,4,TIMP3,25.24461,2.8567674,1.2979701579090286e-140,9.535331989321937e-139
12081,4,COL18A1,24.487877,4.1551375,1.988796768648805e-132,1.3614217879932276e-130
12082,4,MDK,24.35214,1.5832546,5.502425411695602e-131,3.602892465223294e-129
12083,4,PTN,24.134863,4.2878036,1.0767358854617308e-128,6.900273376618581e-127
12084,4,FBN1,23.63581,5.412224,1.651756659177566e-123,1.0364773036339225e-121
12085,4,ADAM12,23.246038,5.636528,1.5600445476236113e-119,9.589498321310851e-118
12086,4,THY1,23.129257,6.551367,2.351454713051806e-118,1.416516319142408e-116
12087,4,MMP2,22.788763,3.7336745,5.926524310814776e-115,3.4328252354180974e-113
12088,4,DAB2,22.776731,3.6100326,7.799672359999302e-115,4.4325685185505466e-113
12089,4,MFAP2,22.76299,2.4429479,1.0671214342254353e-114,5.952166222012984e-113
12090,4,COL3A1,22.700533,5.1234045,4.426046642329733e-114,2.4238640884903915e-112
12091,4,RAMP1,22.684916,3.4644654,6.3127275548502795e-114,3.395345606287329e-112
12092,4,HTRA1,22.522295,5.774691,2.51023549094112e-112,1.326461280476255e-110
12093,4,LAMB1,22.429249,3.569856,2.040520350110185e-111,1.0596633266434271e-109
12094,4,TIMP1,22.232254,1.8065634,1.6751106145903289e-109,8.551581646010288e-108
12095,4,CSTA,22.046621,1.9335403,1.0292862528915311e-107,5.167016989515486e-106
12096,4,POSTN,21.932587,3.087554,1.2699705513999123e-106,6.270739837404157e-105
12097,4,TAGLN,21.88206,3.8746226,3.8506501224992077e-106,1.8706706724141312e-104
12098,4,SOD3,21.802292,3.0185957,2.2068293726903247e-105,1.0550746143719458e-103
12099,4,CTSL,21.674076,2.3827474,3.6039305230411417e-104,1.6960998024062373e-102
12100,4,PLTP,21.288939,2.3766017,1.4374487115686534e-100,6.559993210976945e-99
12101,4,TMEM119,21.206139,8.180495,8.38180962386824e-100,3.7680612816553936e-98
12102,4,MT1E,20.724257,2.2999578,2.0933542878751605e-95,9.137946543594179e-94
12103,4,MYLK,20.579857,3.1869302,4.1590724105586284e-94,1.789589442943227e-92
12104,4,LAMA4,20.571857,3.1422784,4.905080617989057e-94,2.0808595523074704e-92
12105,4,HSPB8,20.46007,6.1522393,4.886762572137403e-93,2.0442956760108134e-91
12106,4,NQO1,20.12716,1.5730325,4.267756143718284e-90,1.7608878773807497e-88
12107,4,PRRX1,20.037672,3.6168628,2.5857850987852955e-89,1.0524844212893662e-87
12108,4,CSF1,19.905962,3.2772696,3.612890560949462e-88,1.450936849277304e-86
12109,4,CXCL3,19.470984,3.4710124,1.9352294174144428e-84,7.47296282724654e-83
12110,4,ABCA1,19.362978,3.5797713,1.5845731175967393e-83,6.041435734432124e-82
12111,4,OLFML2B,19.312592,6.9596696,4.209103921809214e-83,1.5847276265611689e-81
12112,4,VCAN,19.244732,2.8093994,1.562690839463152e-82,5.81089482526298e-81
12113,4,PLS3,18.943932,2.7188053,4.955540529602762e-80,1.7983238644775324e-78
12114,4,DST,18.84101,1.9225298,3.4826080882727736e-79,1.2487637573663803e-77
12115,4,LAYN,18.348614,5.627664,3.386462932010878e-75,1.1724168219789384e-73
12116,4,COL5A1,18.287714,5.08297,1.0367379196785913e-74,3.5484711523544515e-73
12117,4,GDF15,18.155584,4.4159193,1.1598704302833833e-73,3.8816997066817225e-72
12118,4,PLPP1,18.10518,2.3488958,2.900560775591728e-73,9.600537424266247e-72
12119,4,TFPI2,18.037626,3.321771,9.869339816414031e-73,3.231136035547724e-71
12120,4,CSPG4,17.878883,6.522381,1.7225459722873414e-71,5.5788263102467447e-70
12121,4,TIMP4,17.802397,5.723829,6.770855252365541e-71,2.1695548957579797e-69
12122,4,ZNF385D,17.296732,3.5369303,4.9784180961385325e-67,1.5146459904615415e-65
12123,4,FAP,17.168402,5.088061,4.578488862440267e-66,1.3653869756108995e-64
12124,4,CXCL2,16.605919,2.2178366,6.314640066206388e-62,1.811399607563204e-60
12125,4,LRRC17,16.450396,6.410754,8.332327384133897e-61,2.3237935260195645e-59
12126,4,HEG1,16.166063,4.220084,8.7513612702114e-59,2.3534910844532798e-57
12127,4,C1S,16.074715,1.5049033,3.837579494293098e-58,1.0229017200717532e-56
12128,4,CD68,16.01992,1.9017231,9.276944777537149e-58,2.4510664622756046e-56
12129,4,COX7A1,15.971524,4.8185906,2.0179451476017545e-57,5.285261551805639e-56
12130,4,EGFL7,15.765568,1.6695158,5.368803390555836e-56,1.3940375700305324e-54
12131,4,RND3,15.758058,1.7113471,6.046260043446723e-56,1.5565243804155152e-54
12132,4,RCN3,15.742322,2.7807422,7.754490242402882e-56,1.9793664923828374e-54
12133,4,HMOX1,15.722858,2.7959325,1.0545633233205872e-55,2.6691972519677386e-54
12134,4,PLAUR,15.592313,1.3185309,8.210623672090329e-55,2.0608665416946725e-53
12135,4,HSPG2,15.523192,2.900071,2.4171892080843783e-54,6.017003218801775e-53
12136,4,F2R,15.516024,3.5891268,2.7028915179447535e-54,6.673040370532458e-53
12137,4,MYO1B,15.360596,1.5024283,3.0079681858684264e-53,7.30645175470621e-52
12138,4,COL8A1,15.213723,2.150026,2.8676036476187557e-52,6.854938243355312e-51
12139,4,PCOLCE2,15.146634,3.8793478,7.974760418598141e-52,1.8913368803793387e-50
12140,4,CTHRC1,15.127666,2.5543246,1.0640221173062465e-51,2.4843679204080735e-50
12141,4,PDGFRB,15.04008,6.3681746,4.0106377893384956e-51,9.292339247298113e-50
12142,4,TNC,14.743676,2.3209844,3.3788176814892867e-49,7.768701417286817e-48
12143,4,COL5A3,14.514397,8.135363,9.821841051060197e-48,2.207715316850247e-46
12144,4,ARC,14.304109,5.5072207,2.06263873007417e-46,4.534794054732409e-45
12145,4,ADM,13.953764,2.0069275,2.9842961599650484e-44,6.513550749141105e-43
12146,4,RP11-124N14.3,13.944749,4.262963,3.3863573837885284e-44,7.337919740986366e-43
12147,4,FBLN1,13.931546,1.2955393,4.0743620553374e-44,8.76569893619732e-43
12148,4,TGM2,13.783491,2.7144594,3.2039703723465012e-43,6.748502630424938e-42
12150,4,ACTG2,13.765927,3.3720493,4.0860927787897644e-43,8.487800999803291e-42
12151,4,AKAP12,13.693461,3.8755012,1.1108873460532588e-42,2.2761855008927999e-41
12152,4,CFH,13.457001,3.702989,2.800540633507808e-41,5.661227106124508e-40
12153,4,CYR61,13.371727,1.2728288,8.84629455510778e-41,1.752963105262147e-39
12154,4,ANTXR1,13.169892,2.4348776,1.3078403610956428e-39,2.541429140400049e-38
12155,4,CXCL12,13.08414,5.606995,4.057246149952249e-39,7.833606027984727e-38
12156,4,ADAMTS1,12.803036,3.3519113,1.5766527238449696e-37,2.9867157259251877e-36
12157,4,RRAD,12.650314,4.631179,1.1142850674634039e-36,2.071744829135662e-35
12158,4,TNIP3,12.632332,3.7890868,1.4006473187598405e-36,2.5881900147881227e-35
12159,4,FOXS1,12.553737,9.381495,3.791834620966015e-36,6.964027974603438e-35
12160,4,CHN1,12.260427,2.590293,1.477190141668063e-34,2.680299220906148e-33
12161,4,RGS4,12.173116,5.2606845,4.322603302264635e-34,7.796216255341965e-33
12162,4,SLC9A3R2,12.107616,1.8495196,9.62510542694406e-34,1.7256439015449706e-32
12163,4,NEFL,11.987913,8.400235,4.111319338182382e-33,7.284290498003137e-32
12164,4,TRABD2A,11.90194,4.144526,1.1562719982644674e-32,2.0248204992863814e-31
12165,4,LTBP4,11.818757,1.2020879,3.1227057048227125e-32,5.436756984350295e-31
12166,4,AFP,11.489382,5.419776,1.4917576461660759e-30,2.538516401272441e-29
12167,4,OLFML3,11.482021,4.8100386,1.624373358323467e-30,2.7486587389158885e-29
12168,4,C10orf10,11.4669075,1.920919,1.9345024298282466e-30,3.2551515746607144e-29
12169,4,TYMS,11.415082,1.1189101,3.515722677977985e-30,5.882975947816494e-29
12170,4,CCDC102B,11.259643,3.5318787,2.0759980615309325e-29,3.4168886127492725e-28
12171,4,HBEGF,11.20906,1.94616,3.6808306928011425e-29,6.025359807998392e-28
12172,4,CCL2,11.112273,2.4271421,1.0933974998396113e-28,1.780169334874005e-27
12173,4,TNFRSF10D,10.941701,4.1442876,7.282038561078601e-28,1.1792204379553089e-26
12174,4,COL12A1,10.56194,2.9975288,4.4731729205054465e-26,7.128675574900743e-25
12175,4,TNFAIP6,10.537489,1.8572041,5.80277837004764e-26,9.198930763464996e-25
12176,4,C1orf54,10.419823,2.5139544,2.0132746948141915e-25,3.1419603009224585e-24
12177,4,MEG3,10.395491,4.509957,2.5994583176475965e-25,4.0358600271930724e-24
12178,4,MFAP4,10.374784,5.5412054,3.2294056878228466e-25,4.988189708575597e-24
12179,4,MMP19,10.332888,4.1465244,5.003108958255307e-25,7.688451113400502e-24
12180,4,LOX,10.257782,2.0743964,1.091858983611771e-24,1.6639310607179327e-23
12181,4,GGT5,10.23566,3.8120706,1.3725629863237299e-24,2.0774671933703892e-23
12182,4,NID2,10.123311,7.702834,4.354304836956023e-24,6.557583084455771e-23
12183,4,AKR1C1,9.9890375,1.493257,1.7022637977199794e-23,2.5257234279470827e-22
12184,4,MMP11,9.958558,3.4615896,2.3139492712118303e-23,3.4164780416127617e-22
12187,4,ADAMTS14,9.791343,6.8470683,1.2265560143342818e-22,1.759231769130884e-21
12188,4,GJC1,9.741184,5.3368073,2.011949592139296e-22,2.845066747194159e-21
12189,4,NID1,9.540156,4.1445737,1.426167093207056e-21,2.0072968620278748e-20
12191,4,IL13RA2,9.420544,7.505844,4.487590774860098e-21,6.143919733581189e-20
12192,4,TSPAN7,9.383307,5.473604,6.393527891368322e-21,8.713713126154473e-20
12193,4,NR2F1,9.248824,3.2159274,2.269753665095132e-20,3.05200805324399e-19
12194,4,MATN3,9.2156925,5.5928636,3.092767196386136e-20,4.1401843535622405e-19
12195,4,PDPN,9.194568,5.912733,3.7650548496883e-20,5.017851861619982e-19
12196,4,LINC00863,9.057701,1.4025295,1.3322843925547792e-19,1.744713300163041e-18
12197,4,CTGF,9.023631,1.5718275,1.8195587793092643e-19,2.3725156031513002e-18
12198,4,TRAF1,8.9646845,3.2983494,3.1116948179437465e-19,4.0053097400199e-18
12199,4,SNCG,8.914299,1.6413003,4.90910271190591e-19,6.292007390749192e-18
12204,4,LDB2,8.649624,5.799477,5.166964230331935e-18,6.43094886849578e-17
12205,4,CDKN3,8.624473,1.1906679,6.438873396607672e-18,7.981023321227288e-17
12206,4,SDPR,8.596908,5.228561,8.189251978968275e-18,1.0109027442890346e-16
12207,4,IFIT3,8.581137,1.0293804,9.39403236851149e-18,1.1501961582909191e-16
12208,4,ARHGAP24,8.548943,2.6995027,1.2422175693044407e-17,1.50869327368749e-16
12209,4,LIFR,8.520792,3.104495,1.5846556122102824e-17,1.9168605236856913e-16
12210,4,RRM2,8.489452,1.1634538,2.076134006898051e-17,2.491360808277661e-16
12211,4,DCN,8.471936,2.9975698,2.4134738461862407e-17,2.8846758828226023e-16
12212,4,DKK1,8.416831,1.6469529,3.868044149101711e-17,4.604960069997769e-16
12213,4,PTGDS,8.40609,4.2918663,4.239066738138878e-17,5.007085888342863e-16
12214,4,ENPP2,8.303604,5.2104626,1.0099960914242349e-16,1.1791117160348045e-15
12216,4,LINC01436,8.041527,1.4993136,8.872571145702431e-16,1.0161286802606738e-14
12218,4,HSPA6,7.803143,2.763298,6.038400034226636e-15,6.837466504921288e-14
12219,4,LEF1,7.743187,4.123198,9.695513669060901e-15,1.0937410925547353e-13
12220,4,JAG1,7.688369,1.3264593,1.4902253190288273e-14,1.650205390042216e-13
12221,4,PLAC9,7.620354,5.2812386,2.529809816915216e-14,2.7809442220980404e-13
12222,4,SERPINF1,7.3224263,2.9073436,2.435271094564876e-13,2.6196559060105026e-12
12224,4,MIR181A1HG,7.077244,2.4050398,1.4704972539235213e-12,1.5486495555306455e-11
12225,4,ADAM19,7.030144,3.8995695,2.0632037500522554e-12,2.1652856080687784e-11
12226,4,NREP,6.8954287,1.3366698,5.370270866688349e-12,5.558507165108353e-11
12227,4,TNFSF9,6.8304305,4.8209424,8.466027118643271e-12,8.643957180119842e-11
12228,4,ADAMTS6,6.8251734,3.8792033,8.781932185592835e-12,8.936209372637034e-11
12229,4,TBX2,6.7274013,5.361396,1.727199654555831e-11,1.739908146997379e-10
12230,4,HAS2,6.6736884,4.533141,2.494532521873315e-11,2.4961900185655896e-10
12231,4,PTX3,6.6536274,2.778263,2.8595633769899153e-11,2.8425758717800745e-10
12232,4,ZDBF2,6.535681,5.607499,6.332080988933601e-11,6.273759190351318e-10
12234,4,AC017002.2,6.4311104,1.3953153,1.2667507139371657e-10,1.2428186157585482e-09
12235,4,HTRA3,6.3989697,4.673382,1.5642871559906305e-10,1.5248002957423234e-09
12236,4,LINC00944,6.1507344,2.889686,7.712488322837668e-10,7.398093894390782e-09
12237,4,MAP3K7CL,5.9250574,4.984911,3.12188137007576e-09,2.9384708395838088e-08
12238,4,LUM,5.882032,2.4571424,4.052596553303649e-09,3.8026233079596855e-08
12239,4,COL16A1,5.737071,1.1801866,9.632793472857783e-09,8.872774905274509e-08
12240,4,TWIST1,5.7200685,3.1382174,1.0648101733747174e-08,9.778073909160514e-08
12242,4,BRCA1,5.6670847,1.3923959,1.4524773900077576e-08,1.3217105434149143e-07
12243,4,NRN1,5.6414256,1.0576619,1.6864773816602004e-08,1.5300210462531698e-07
12245,4,ULBP2,5.467395,1.6296613,4.5669846314979957e-08,4.069750801796439e-07
12248,4,CALCRL,5.2942777,4.1414056,1.194878285358706e-07,1.0431806943479487e-06
12249,4,ABCC9,5.281505,5.176346,1.2812700711050598e-07,1.1121571914030087e-06
12250,4,EDNRA,5.2186217,3.3253565,1.8025948697901806e-07,1.5380781155263523e-06
12251,4,SEPT4,5.192073,2.0709083,2.0796554980259538e-07,1.769469593235642e-06
12252,4,SULF1,5.1704407,3.0023932,2.3354255007730843e-07,1.9814934107967688e-06
12253,4,MCAM,5.160189,1.7453139,2.467004143303355e-07,2.087251820120704e-06
12254,4,OLFML2A,5.1400385,3.1443346,2.746820451530075e-07,2.317485490198483e-06
12258,4,NOTCH3,4.968821,1.0431952,6.736112406735775e-07,5.55867686824333e-06
12259,4,PCSK5,4.9652667,3.2627952,6.860672867154219e-07,5.6459963595269145e-06
12260,4,PDE1A,4.897383,6.72464,9.712135958869496e-07,7.949172148944273e-06
12261,4,ECSCR.1,4.853999,4.561228,1.2099615343691938e-06,9.823191756118629e-06
12264,4,EPOR,4.751233,1.1910424,2.0217992341401867e-06,1.6025419192711166e-05
12265,4,PGAP1,4.6651525,1.6659867,3.083883077844067e-06,2.4063875208461995e-05
12267,4,PHACTR1,4.5855536,2.3708649,4.527848249364505e-06,3.487948574702273e-05
12270,4,KCNJ8,4.425227,6.352389,9.634085319885503e-06,7.290920850124406e-05
12272,4,ITGBL1,4.36551,2.3619633,1.2682639293745334e-05,9.502514814119639e-05
12274,4,CARMN,4.2819686,5.4806213,1.8524716610740014e-05,0.0001377690035346887
12276,4,HECW2,4.185816,2.781717,2.841439283068659e-05,0.0002087418322098244
12277,4,LAMA2,4.1798415,3.3378608,2.917122953430664e-05,0.00021326151300323206
12279,4,IL6,4.160348,2.8497977,3.177629105252797e-05,0.00023118403055607305
12282,4,ADTRP,4.110482,2.099672,3.9483339156832475e-05,0.0002845067405272235
12283,4,COL14A1,4.0511417,5.070919,5.096830928671887e-05,0.00036464738140521916
12284,4,ABI3BP,3.951745,4.1228294,7.758341049005801e-05,0.0005498381938730699
12286,4,MCTP1,3.9456096,1.0982455,7.959723174749416e-05,0.0005601562196809635
12287,4,METRNL,3.9432437,1.3204726,8.038685970574133e-05,0.0005630819103109137
12289,4,PLXDC1,3.8149383,4.468938,0.000136216941043298,0.0009497347833852167
12290,4,TTN,3.7289712,3.6475391,0.00019226309758385536,0.0013282028667948905
12291,4,CNN1,3.6721756,4.7539887,0.00024049434430334647,0.0016575948856789005
12292,4,TNFRSF10C,3.6498265,2.1893225,0.00026241746598542915,0.0018045694236258278
12294,4,C11orf96,3.5632203,3.6709592,0.00036633314374139253,0.0024851248399753926
12295,4,ACKR4,3.5519829,4.7895546,0.00038233965535949235,0.0025878809931298673
12296,4,IL1B,3.5295024,1.6848983,0.00041634185456453424,0.0027979701170623133
12298,4,COL4A1,3.4887412,2.7882588,0.0004853006675175807,0.00324827913458434
12299,4,CPVL,3.4052474,1.1391001,0.0006610413371654999,0.004366351990224749
12301,4,RP11-350N15.5,3.3916743,1.779447,0.0006946696574634393,0.004548576104956259
12303,4,LIF,3.3286955,1.1827585,0.0008725375369889265,0.005651791529915369
12304,4,LINC00519,3.2751079,2.616809,0.001056216207361051,0.006783205152604448
12308,4,MXRA5,3.2327516,2.7456074,0.001226041056558745,0.007807263556775772
12309,4,PAMR1,3.1899414,4.91793,0.0014230168174294473,0.008976992117357451
12310,4,APBA2,3.1725688,1.1489826,0.0015109681594427493,0.009441983602160914
15060,5,CALML5,44.502747,4.5607257,0.0,0.0
15061,5,RPL13A,39.742348,2.2948499,0.0,0.0
15062,5,SAA1,37.95246,4.394836,0.0,0.0
15063,5,MGP,37.316418,4.2178683,8.890946168595508e-305,6.694882464952418e-302
15064,5,SCGB2A2,36.306705,6.1431746,1.2681333251448808e-288,7.639235150672762e-286
15065,5,CRYAB,35.94997,3.304317,5.066619498737505e-283,2.5434429883662277e-280
15066,5,B2M,35.046997,1.9329618,4.332501650943833e-269,1.8642135675204034e-266
15067,5,PRSS21,34.338585,4.4112644,2.085191996210418e-258,7.850747865732225e-256
15068,5,KRT15,31.384577,3.099027,3.285292584718353e-216,1.099477918352409e-213
15069,5,RARRES1,31.155668,2.896365,4.2503504607255414e-213,1.1638232352459393e-210
15070,5,SAA2,30.389612,3.731329,7.534933163052288e-203,1.8912682239261242e-200
15071,5,S100A1,30.08063,3.8288214,8.684271767671911e-199,2.0120789664790615e-196
15072,5,SCGB1D2,29.531347,6.2146096,1.1400849957930457e-191,2.452811433806181e-189
15073,5,ZG16B,29.365725,3.210889,1.5051726195208205e-189,3.0223866199978076e-187
15074,5,SCGB2A1,28.95493,6.309709,2.4326682314094416e-184,4.579497945628274e-182
15075,5,PPP1R1B,28.822432,4.4481435,1.1230740199639245e-182,1.9898229106654944e-180
15076,5,GLYATL2,27.391203,4.014175,3.491121523894485e-165,5.841810016650105e-163
15077,5,CEACAM6,27.08495,4.260619,1.4811769123679619e-161,2.348055189501211e-159
15078,5,SLPI,25.326397,1.9849254,1.635798628241519e-141,2.4635127341317275e-139
15079,5,TACSTD2,24.96351,1.6527889,1.5233810812873287e-137,2.18496372230354e-135
15080,5,SGK1,24.84593,2.6038527,2.8614553157540156e-136,3.91759245956868e-134
15081,5,SDC2,24.711016,2.5662558,8.143167457746593e-135,1.0664008862057712e-132
15082,5,KRT6B,24.071693,2.2872977,4.948634557326615e-128,6.210536369444902e-126
15083,5,TIMP3,23.582603,1.85732,5.814095617902702e-123,7.004822400449175e-121
15084,5,NBL1,23.381094,3.236198,6.655618444385089e-121,7.710277982495343e-119
15085,5,GPNMB,21.666035,3.8241935,4.291533536743348e-104,4.787444078767023e-102
15086,5,SPON2,21.280355,3.6480548,1.7263093277968066e-100,1.8570156054728504e-98
15088,5,CXCL17,21.037369,2.3109663,2.984872680114561e-98,2.996812170835019e-96
15089,5,IGKC,20.769682,1.2917349,8.139618138377808e-96,7.908558010578696e-94
15090,5,HLA-DQA2,20.43576,2.6383471,8.042960657540681e-93,7.570436718910167e-91
15091,5,LCN2,20.271587,2.2843735,2.2914588851041174e-91,2.091477018767758e-89
15092,5,SYNM,20.007591,3.7773337,4.729552344926009e-89,4.189826959681511e-87
15093,5,KRT14,19.864616,1.9653796,8.23788672158556e-88,7.089289944404488e-86
15094,5,PI3,19.721306,3.1882637,1.4152490901390564e-86,1.184091738749677e-84
15095,5,VTCN1,19.676363,2.1871758,3.438068910832002e-86,2.7987739349799976e-84
15096,5,KLK6,19.499964,1.7746993,1.0985996966211215e-84,8.707848121638995e-83
15097,5,TIMP1,19.37385,1.4424858,1.2829492286902592e-83,9.908315581577079e-82
15098,5,CDK6,19.23654,1.7550178,1.8302322480937665e-82,1.3781648828146063e-80
15099,5,CD74,18.90633,1.3996218,1.0115731483738611e-79,7.254424578338261e-78
15100,5,CHI3L1,18.643625,2.049271,1.4226482442639605e-77,9.965154678425696e-76
15101,5,TNFRSF11B,18.46167,2.4444838,4.2014465270899704e-76,2.8760811226352254e-74
15102,5,AC006262.5,18.331762,5.7011724,4.617041486505269e-75,3.09033976830086e-73
15103,5,C6orf15,18.093868,1.2097745,3.561845752150399e-73,2.3322346533645655e-71
15104,5,GNG4,17.935385,2.3935516,6.243044012111629e-72,4.0008613966979206e-70
15105,5,KRT16,17.237238,1.6416051,1.3954810347348107e-66,8.4063777532425e-65
15106,5,RHCG,17.21175,2.6557503,2.167795826868759e-66,1.255654044332443e-64
15107,5,C2orf40,17.112087,2.43659,1.2060115058859972e-65,6.853786142884194e-64
15108,5,ISLR,16.344185,2.546874,4.7852726676921303e-60,2.620589322743399e-58
15109,5,AQP1,16.3073,3.5244725,8.757849008052514e-60,4.710471645045388e-58
15110,5,IGHG3,15.854168,2.4831774,1.3155833080705888e-56,6.951819164751953e-55
15111,5,ZNF90,15.542774,1.342053,1.7810475932560467e-54,8.940858918145354e-53
15112,5,PDZK1IP1,15.310247,1.1488609,6.531547042543276e-53,3.173067692280701e-51
15113,5,GPM6B,15.12599,1.8148532,1.0914744838498504e-51,5.136751789618359e-50
15114,5,PALMD,15.070575,2.6753278,2.5290348533491723e-51,1.1719158428134933e-49
15115,5,CCL28,14.965276,2.0863655,1.2380904751830823e-50,5.565863449629021e-49
15116,5,MT1X,14.248446,1.0819335,4.5836639574920565e-46,1.9174994222175104e-44
15117,5,GPRC5A,14.051567,1.4672117,7.534797535826558e-45,3.066866240258053e-43
15118,5,CLDN1,13.920483,1.991541,4.756787619586054e-44,1.8851900408148942e-42
15119,5,LGMN,13.718365,1.1512353,7.882268073291686e-43,3.0832975891889035e-41
15120,5,AZGP1,13.426189,1.0196921,4.2470772208594787e-41,1.6400252037472755e-39
15121,5,AARD,12.80599,1.0945321,1.517770673632857e-37,5.643858356768105e-36
15122,5,SATB1,12.6846285,2.155066,7.195442981673598e-37,2.580080269142962e-35
15123,5,WFDC2,12.308969,1.4513428,8.105281268637508e-35,2.8721302566042557e-33
15124,5,HIGD1A,12.205223,1.2321073,2.9150925949657634e-34,1.0209603367484743e-32
15125,5,CA2,11.558434,1.7711823,6.6918229598002016e-31,2.2395300838798007e-29
15126,5,SPP1,11.206561,2.2148964,3.7861930338818053e-29,1.2531882876980216e-27
15127,5,FABP3,10.801192,4.0848174,3.3976197201926034e-27,1.1003903867978626e-25
15128,5,RIC3,10.275534,2.9674308,9.084007104665404e-25,2.8501072290887704e-23
15129,5,IGHG4,10.16507,1.4197612,2.8391909669088637e-24,8.816127002401544e-23
15131,5,CD14,9.889755,2.0943406,4.6115190902293706e-23,1.3752371781951352e-21
15132,5,CRISPLD1,9.846384,3.943663,7.10545798625505e-23,2.0778290732621566e-21
15133,5,MALAT1,9.741231,1.1031177,2.0110248337548285e-22,5.7687683802567084e-21
15134,5,KLK5,9.591739,1.4630711,8.661307446895942e-22,2.4381175729019228e-20
15135,5,ATM,9.274344,1.1111697,1.7871512501415282e-20,4.938439968280993e-19
15136,5,IGHA1,9.230924,1.3140737,2.68308406522715e-20,7.346772004058341e-19
15138,5,NPY1R,9.006955,6.0889053,2.1185633206290675e-19,5.697422072977456e-18
